text,rating
"produk sudah diterima, makasihhh",5
"Cepat sekali sampainya,,,pengepakan ya sangat rapih",5
Produk asli. Pengiriman cepat. thx gan..,5
Good barang cepat sampai,5
Seller responsif barang sesuai deskripsi..makasih gan,5
Murah dan berkualitas anjay,5
Mantap sekali. Respon super cepat. Barangnya sampai cepat sekali. Oke banget. Original. Segel. Expired masih panjang. Mantaaapp,5
Kualitas oke...........,4
"fast respon, kualitas barang ok.",5
"Respon cepat. 
Terimakasih",5
Sudah di terima barangnya gan trimakasih...,5
"Barang sudah diterima dengan baik, barang sesuai pesanan dan sampai tepat waktu. Terimakasih",5
Barang sesuai pesanan. Murah lagi. Cepat sampai. Tq ya. Bakal langganan lagi.,5
"Proses cepat ,  recommended seller !!",5
Respon super cepat. Manttaapp.. Bisa jadi langganan,5
Mmmmaaaannntttaapppp ggannn,5
"Bagus, cepat, packing rapi dan barang sesuai dengan deskripsi",5
Mantaaaaaaaaaaaaaaaaaaaaap,5
"Respons cepat, kirim cepat. packaging rapih n aman. Recomend!",5
"barang udah diterima gan, makasih",5
"Sesuai dan respon nya cepet, ty gan",5
Fast response.. gini nih kl jd recomended seller.. mantap gan...,5
Trima kasih barang dtg dgn cepat dan baik,5
makasih brg udh d terima,5
"Barang sudah diterima, sesuai deskripsi",5
Original langsung kedetek dan jos. Btw pengiriman sangat cepat. Thanks,5
"Super cepet, pesen maren sampe bsoknya, ramah dan fast respon, sukses selalu gan, thanks",5
Pesanan cepat sampai dan sesuai deskripsi produk,5
"Good barang original, recommended seller",5
"Very recommended, barang oke dan respon penjual sangat ramah",5
"Barangnya murah, bagus, dan tidak bermasalah",5
"Barang Sesuai dengan deskripsi, semoga awet",5
"Bagus, datang sesuai pesanan",5
Baik. Sudah dua kali beli disini. Terima kasih,5
good quality.........,5
barang cepat datang kualitas ok,5
"Trust !
Pengiriman cepat",5
"Tepat, cepat walupun order tidk begitu besar.",5
"barang ori, respon cepat... pemesanan kedua tq...",5
Barang ok dan sesuai dengan sebenarnya,4
Sesuai pesanan dan dibungkus rapih,5
"Barang nya sesuai, masih segel dan expire date nya masih jauh",5
Makasiii biar bintang yg bicara,5
"barangnya sudah sampai dengan cepat , terimakasih. (RECOMMENDED STORE)",5
Respon cepat pengiriman cepat barang ok,5
"Belum dilihat sih, Semoga sesuai dan pas, terimakasih fast respon nya",5
Mantapp.. ori n expired masih lamaa,5
"Terima kasih, tintanya sudah jalan",5
Terima kasih barang sudah tiba ditujuan. Order pagi tiba di rumah sore  via gosend.,5
Ori...............................,5
Barang original. Respon cepat. Terimakasih.,5
Barang sudah sampai juragan Thank&#39;s ya,5
"Seller cepet respon, barang dikirim ssuai keinginan.",5
Respon cepat dan barang bagus.. recommended,5
barang cepet sampe &amp; sesuai dg pesanan. thanks....,5
Repeat Customer! Thanks SJ Komputer and Tokopedia.,5
sesuai dengan pesanan bagus sekali,5
Sudah beli disini 2x. Overall bagus. Barang memang ori. Pengiriman cepat sampai. Mungkin hanya perlu di tingkatkan soal packing. Trims.,5
Maaf baru beri ulasan. Recommended seller pokoknya.,5
"Packing bagus,  pengiriman bagus, kualitas catridge bener2 ORIGINAL. Mantabbb",4
"Penjual sigap, pakai gojek, 3 jam tiba. Mantaaaap",5
"murah, asli daaaannn good laah",5
Seller responsif dan barang oke,4
"Baru sekali pake, smg bagus barangnya",5
"Produknya bekerja dengan baik, dipaketkan dengan rapih tanpa cacat. Pengiriman cepat, pelayanan juga fast respon.",5
"Brg sdh sampai dan ini pembelian ke 2, respon cpt. Tq seller",5
Barang sudah diterima dgn baik. Terima kasih,5
"produk sesuai pesanan, diterima dengan kondisi bagus dan expire panjang...good seller. cepat sampai pula",5
"Sesuai deskripsi, pengiriman cepat",5
Pesanan datang dengan cepat dan sesuai dengan yang saya inginkan.,5
Barang oke pengiriman oke. 100% ori,5
"Cepat, tepat pelayanan bugus. Recommend.",5
"Seperti pesanan sebelumnya, pesanan datang cepat. Memuaskan",5
Barang datang cepat. Saya puas,5
"Late reply, hrg sudah diterima dan sesuai pesanan. Fast respon. Thx",5
Barang oke murah meriah sip 👍,5
"Good Packing, Good Stuff, Respondship, th.. SJ Komputer,
Jgn Kendor Pelayanan nya Ya..",5
Barang ori...fast respon...top seller,5
"barang ori, pengiriman cepat dan packing aman",5
mantap original... good,5
Mntapppppppppppppppppppppppppppp,5
Recommanded seller!!! Sukses terus ya gan lapaknya...  Amiin yarobbal&#39;alamiin,5
Pembelian yg ke 2. Terima kasih,4
Respon seller sangat cepat. PEngemasan barang rapih. BArang ori 100%,5
Original dgn harga yg murah.. recommended seller!,5
"Pesan pagi,,kirim go send.. sore sudah sampe.. Sesuai prediksi..",5
"barang sesuai gan, tks",4
barang ok pengiriman super cepat thanks,5
"Terimakasih barang sudah sampai ditempat dengan sendirinya, dan di prioritaskan.",4
Barang cepet bgt nyampenya. Thanks gan.,5
Barang sudah sampai gan sesuai pesanan. Terima kasih gan.,5
Barang yang dikirim sesuai dengan deskripsinya. Trims,5
SESUAI DENGAN DESKRIPSI PACKING AMAN. RECOMENDED 100% UTK AGAN2 YANG LAIN,5
"print test kualitas tinta OK, harga murah, packing bagus, seller ramah, next time order lagi..",5
terima kasih. akan belanja kembali,3
"tinta nya ori , harga murah dan responnya cepat...tks",5
MANTAP .. 100% ORIGINAL,5
Brg sdh sampai tp belum dicoba. Respon seller ok. Tq seller,4
makasih gan barang dah smpe respon cepet banget,5
"Mantab gan tqtq udah fast respone , good seller n good product",5
oke barang sesuai dengan pesanan,5
baru pesen udah sampe. mantaaaappp .... makasih yaaah,5
Layanan cepat. Produk bagus en expired date tinta masih jauh. Makasih gan.,5
terimakasih barang sudah sampai. kualitas bagus,5
selalu memuaskan belanja di sj komputer,5
"Cepat rapih &amp; bagus, terima kasih",5
fast respon... barang kami terima kondisi baik,5
barang sudah sampai tidak rusak,5
Sesuai dan ori. Thanks agan. Toped,5
sangat memuaskan .. recommended banget,5
"Okee..........
Terima kasih............",5
"sudah terima, sesuai deskripsi",5
pemgiriman cepat... pertahankan..,5
barang cepet sampe gan.thx,5
Sesuai pesanan. Barang cepat dikirim. Top!,5
"Barang sudah diterima. Expired 2019, masih satu tahun lebih.",5
"Barang sudah diterima, sesuai pesanan. Thanks",5
"Barang sesuai, packingan ok, pengiriman cepat. Thank you",5
pesanan cepat sampai salut TQ,5
Trims barang sampai .. mantap,5
goooooooooooooooooooooooooooooooooood,5
bagus                               bagus,5
"Belum di coba, kalo udh dicoba entar ditambahin bintangnya",4
"fast respons, terima kasih..................................",5
Sangat puas belanja di sini. Kasih bintang 5 buat seller. Kasih bintang 7 kalau seller lagi pusing.. Thanks.,5
barang sampai.. puas,5
udah langganan gaan makasih yaaa,5
terimakasih seller. tinta aman terkendali. thank you seller,5
sukses selalu jualan nya,5
barang sudah sampai.. semoga awet. thx,5
Terima Kasih Barang sampai cepet sekali,4
Respon Cepat.... Kirim Cepat... Harga bersaing ... Top Gan !,5
"Terima kasih. Barang masih segel, bagus.",5
"response seller bagus dan cepat, pengiriman cepat hanya saja Go-send nya yang super lemot",5
Sangat sangat memuaskan. Sudah kesekian kali beli dsini. Dan selalu puas. Terima kasih,5
OKE DAN SESUAI DENGAN YANG BIASA DIKIRIM,5
Ini pembelian ke2. Tidak mengecewakan. Respon cepat. Recommended seller,5
"Paket sudah diterima utuh,  terima kasih.",5
Produk bagus. Pengiriman cepat,5
respond cepat. pelayanan sangat memuaskan,5
Barang sesuai pesanan pengiriman cepat,4
"Proses cepet, nyampe juga cepet. Tinta sudah dicoba dan lancar. Next time beli lagi disini.",5
Mantabb tintanya original langsung diuji pancen,5
mantaappppp..pengiriman cepat..,5
Puas belanja di SJ Komputer.,5
thanks udah sampe barangnya,5
barang seperti di gambar. respon sangat baik. recommended seller.,5
"fast respon, barang ditrima dengan baik. thanks",5
"terima kasih paket sdh sampai,tinta yg saalah order apa boeh ditukar...",5
Barangnya sdh sampai thanks yaaa,5
harga bagus barang bagus,5
fast respond dan brg sesuai pesanan,5
Kualitas tintanya bagus,4
Barang ori dan kirim hanya 1 hari,5
Barangnya ok dan packing nya bagus,5
"barnag sudah diterima, belum coba semoga awet",5
"Barang sudah diterima dengan kondisi baik

Terima Kasih",5
harga murah dan pengirimannya cepat..tks,5
sudah diterima. makasihhhh,5
"Ciiihuuuyy.. Jadi bisa langsung lanjutuin kerjaan, Thx SJ komputer, Pelayananaan Good.. fast respond, barang sesuai deskripsi.. pokok nya ok Lahh.. Recomend seller.. Thx ya Gan..",5
produk yang dipesan sesuai dengan  yang dikirimkan,5
"barang sudah terima, pengiriman cepat , packing rapi, thanks",5
harga terjangkau Dan seller ramah,5
Cepat sampai dan cepat pelayanannya,5
Ty gan barangnya udah ane terima :),5
Terimakasih yah. Next time order kesini lagi.,5
Makasih tokopedia....,5
Brg terima ok cepat sampai,4
thanks barang sudah diterima,5
"Kualitas Ori, Seller juga cepat responsif. Mantap!",5
"paking rapi, ehehe rekomendasi dh pokoknya",4
"Barang original, pengiriman cepat dan akurat. Keep up the good work gan. Recommended",5
respon cepat mantap!,4
"Barang sudah diterima dengan baik, pengiriman juga cepat. Thanks  seller.",5
"Terimakasih banyak gan, ane lupa minta nota tapi ttp dikasih. Pengiriman juga cepat, pokonya recomended seller :D",5
barang sudah sampai gan tq,5
"Kesesuaian dengan deskripsi
Ukuran dan warna sesuai dengan foto.",5
alhamdulillah respon cpt..brg cpt datang,5
Barang cepat sampai dan kondisi tdk mengecewakan,5
"FAST RESPONSE. WAKTU URGENT TINTA DI KANTOR ABIS, LANGSUNG PESEN, LANGSUNG BAYAR LANGSUNG DIKIRIM. KERJAAN KELAR HATI SENANG. MAKASIH GAN",5
Barang original dan ok,5
Tks sesuai dengan permintaan,5
"barang bagus sesuai pesanan, dan fast respon",5
"respon cepat, dan barang ori",5
"Packing bagus, pengiriman tepat waktu, terima kasih",5
"cepat sampainya tapi belum dipakai, mudah2an ok",4
Ini merupakan pembelian ketiga saya.,5
Terimakasihh boss... Fast response and delivery,5
"Barang cepat sampai, recommended!",5
"Pengiriman cepat, barang sampai dlm keadaan baik. Trims! :)",5
produk asli pengiriman cepat..good seller,5
Sesuai dengan yang saya inginkan.,5
Barang sudah sampai terima kasih,5
Cartridge sudah diterima. Original dan harga ok.,5
barang oke.. bekerja dengan baik,5
sip sdh sampai.. cepat juga pengirimannya. terima kasih,5
"Barang good,  sesuai gambar",5
"Respon cepat, barang tiba dgn cepat. Thanks",5
"tanpa basa basi. mantap djiwa ,recselll.",5
"Terima kasih, barang sudah saya terima dipasang dengan baik dan sudah dipasang.",5
"Terimakasih gan, tintanya udh sampe",4
"udah sering belanja di sini dan hasilnya ga oernah mengecewakan 
semoga tetep di pertahanin terus pelayanannya",5
"barang sesuai di gambar
pwmgiriman dan respon cepat",5
Barang udah d coba &amp; hasilnya OK. trima kasih gan,5
Respon cepat smpai. Trims gan,5
"Brang top n respon cepat, recommended seller..",5
"Original,  tepat dan cepat pelayanan nya",5
pesanan cepet sampai. tp ko saya masuk di pesanan prioritas? padahal pake jne reguler.,5
"Salah beli produk minta tuker lsg ditukerin sama seller nya respon cepat, baik, dan ga nyusain , pengiriman jg cepat... kurang apa lagi... pokoknya aku sih YES.. thanks ya gan",5
manteeepppp cepat responnya!!,5
"barang sudah sampai, sesuai pesanan, semoga cocok dipakai",4
Terima kasih brg ini ak terima dgn baik,5
"barang sudah sampai gan, makasih",5
"Catridge-nya tidak bisa di gunakan di printer saya HP Deskjet-4515 muncul error ""Incompatible Catridge, The indicated catridges are not intended for use inthis printer""

Mohon bantuannya",2
"Barang dah terimaaa
Makasih yaaa",5
pelayanan muantab.......,5
proses cepat. packing rapi. paket selamat sampai tujuan. terima kasih,5
sipp. kapan kapan pesan lagi,5
cepet sampenya mantap gan,5
"Proses kirim cepat & seller komunikatif
Recommended seller",5
produk ok.. pengiriman juga oks,5
"pengiriman nya lambat, harus nya same day tapi malah 2 hari",5
Mantap..cepet sampai dan original..makasih gan..sukses selalu..,5
"kirim cepat, packing aman, barang mantap harga ok, trm ksh om, sukses selalu",5
"barangnya dah sampe.,cpet bgt.,thanks yoo",4
bagusbagusbagusbagusbagusbagus,5
Biarkan bintang yang berbicara.,4
Ini sudah pembelian yang kedua kali.Produk sudah diterima dengan baik. Pengiriman juga cepat. thanks bgt.,5
mantap gan barang dh sampai lain kali mungkin bisa order lagi mksh,5
"fast respons, pengiriman cepat, packing rapi, terima kasih.",5
fast shipping ......thank you..........,5
makasiiiiii... fast respon.... recsel,5
Barang yang diterima sudah sesuai dengan deskripsinya. Terima kasih.,5
respon cepat. barang ori. recommended,5
pelayanannya cepat dan kualitas barangnya terjamin,5
"cepat dan sesuai, mantap lah",5
"packing rapi, kiriman cepat. sukses selalu.. tq",5
Barang sesuai dengan deskripsi. Nanti mau beli yg warna jg.,5
"Cepaaat sekali prosesnya, kemarin siang pesan dan hari ini sudah diterima. Harga kompetitif!!",5
"Barang bagus, pengiriman cepat karena pakai go send yang instant courier, terbantu sekali, terima kasih ya",5
"cepat sampai, sesuai order",5
"barang oke, terpercaya",5
"mantab, respon cepat, proses pengiriman cepat.. recomended seller nib",5
"Barang sudah diterima, produk ok, terima kasih",5
Barang bagus sesuai spek.,5
"barang sesuai foto, harga bagus, respon cepat, thanks",5
Barang Original dan bagus,5
thannnnnnkkkkkssssss,5
Pulang kerja langsung cobain originalitas ni tinta.. Mantap gan.. Makasi banyak ya,5
thanks...........................,4
"Terimakasih, barang sdh sampe dengan cepat dan sesuai dengan harapan saya. Sangat membantu untu pekerjaan saya",4
barang sudah saya terima. Pengiriman cepat dan kemasan rapi. Trims.,5
barang bagus original dengan stiker ...respon nya cepat... recommended deh...makasi ya bos,5
Saya pelanggan setia toko ini sejauh ini puas ga ada keluhan,5
recommended seller..,5
barang sudah di terima dengan baik dan cepat,5
"Barang sesuai & Thanks untuk respon & bantuannya untuk konfirmasi ulang ke JNE, akhirnya hari ini 25/08/17 barang sdh saya terima",5
"produk sesuai dengan deskripsi, proses dan respon seller sangat oke. Kirim pake gojek 2 jam tiba.",5
"Pengantarannya saja kemalaman, saya pikir sore bisa sampai. Selebihnya OK",5
barang sesuai dengan pesanan dan pengiriman juga cepat..,5
"produk asli sesuai penawaran. tanggapan seller cepat, pengiriman oke utk wilayah jakarta",5
"Tintanya oke, original, expirenya masih lama, service dan pengirimannya cepat. Recommended Seller.",5
ok..................,5
okkkeeeeee..  ......   .    .    .,5
okeee barang sesuai proses cepat selamat sampai tujuan,4
"fast delivery, fast respond, kwalitas ok...terima kasih....!!!",5
"SUDAH LANGGANAN, PELAYANAN MEMUASKAN",5
"cepat dan tepat, jd langganan ya mas",5
Overall okelah thanks gan udah di respon dan pengiriman mulus,5
"udah sampai tapi blm dicoba nih , coba duluuuuuuu",5
"Barang sesuai keterangan, pengiriman cepat. Terima kasih.",5
"maaf baru kasij respon....pengiriman cepat dan sesuai pesanan, terima kasih",5
ooookkkkkkkkkkkkkkkkkkkkkkkkkk,5
"Terimakasih, Sudah sampe Barangnya",5
thanks barang sudah sampai ....,5
"produknya asli banget, rekomen seller",5
selalu ok.......... terima kasih....................,5
brg uda diterima bro. fast response and shipment. thank you. recommended seller!,5
thanks gan...barang sudah diterima dengan baik semua..,4
"brg sdh diterima, cepat, thanks",5
"Top, barang langsung sampai esoknya setelah order",5
pelayanan cepat dan barang sesuai,5
"barang oke pengiriman cepat, langsung dipakai...mantapp",5
"Kualitas bagus, pengiriman cepat. terima kasih.",5
puas belanja di sini... dri segi pengiriman jg cpet sip dah...,5
Barang sdh diterima. Terima lasih,5
"barang diterima dengan baik, packing bagus. dan original. Thank you.",5
oke langsung dipakai nih gan thx yaaaa langganan nih kayaknya...,5
"barang sesuai dengan yg disampaikan
respon cepat
tq",4
cepat sampai dan barang murah,5
pembelian yg ke dua x... tetep oke... responsif.. maaf baru verivikasi. internet kantor mati td.. trimz y gan...,5
thanks gan barang dah sampe dengan selamat,5
sesuai dengan iklan dan pengiriman juga cepat. thanks,5
sudah sampai cuma belum dicoba :),4
blaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,5
"thanks ya, pengirimannya cepet banget dan catridge nya bener asli",5
okeeeeeeey gan terimakasih barang sudah sampai,5
"fast delivery, original tint HP. Thanks yaaaa... next time repeat order",5
"Best seller, cepat pengiriman dan sesuai dgn yg di janjikan di tokopedia",5
"barang sdh sampai dn fast respons, recommended seller dn sukses selalu :)",5
"Produk baik, respon penjual baik.",4
"Mantap dan cepet
Next time order lagi",5
barang sudah dterima dengan baik..cepet nyampe nya .pdhl br kemarin diorder..thanks bgt yah... :),5
asLi originaL langsung terbaca pada software HP nya,5
Barang ok n cepat..........makasih,5
"mantap..
pelayanan bagus fast respon...
produk sesuai..dan untk gojek ya jgpengiriman ya cepet bgt..

bintang 5..

nilai yg pantas",5
"mantap gan, sudah ane terima kemarin sore",5
"recomended lah, bisa nih jadi langganan",5
"sesuai dengan deskripsi produk, dan seller fast responded",5
barang sdh sampai. thanks....,4
"barangnya sudah sampai dengan go send,  responnya cepat,  ramah.  terimakasih kaaa",5
sangat baik dan tidak ada yang rusak,4
Barang telah diterima sesuai pesanan dalam waktu yang cepat,5
nice product..... cepat sampai,5
"langganan euy, sukses...selalu",5
"thx gan barang udh sampe, respon cepet. mantao bisa jadi langganan",4
Sesuai pesanan dan gambar. Recommended.,5
"respon sangat sangat cepat, barang juga sesuai pesanan, terima kasih",5
okeee lancar tintanya....................,5
"recomended seller, sumpah puas banget order di sini... respon cepat, barang langsung dikirim hari itu jg.. ga nyesel deh pokonya",5
"cepet response Dan pengirimannya,thanks yah",5
"Tinta original yang termurah, pengiriman juga cepat",5
"Barang telah sampai, terima kasih sukses selalu",5
produk yang diterima asli karena tervalidasi dari HP dan qr barcode,5
makasih tintanya mendarat.... makasih makasih makasih makasih....,5
Good. Barang sesuai dan cepat sampai. Terima kasih,5
"Produk sudah diterima dengan baik dan sudah dipake yg tricolor, working very well... Seller juga cepat tanggap proses orderan.. Thanks Gan..",5
"proses cepet , produk sesuai. Thank you",5
"cepat, sampai dengan selamat, terima kasih :)",5
barangnya bagus dan original. pengiriman cepat.,5
Kualitas tinta okdan cukup cepat pengirimannya,5
Jjjghawgisgishihahahaigwiviwhihaihaihaihaibgeuvivaib,5
"paketnya sudah sampe Bos, terimakasih",4
murah banget.... barang OK.................,5
barangnya cepet banget sampainya..thx,5
makasih.............................,5
sesuai dengan apa yang di gambar,4
barang yang dikirim sesuai dengan yang dipesan,5
barang bagus . tepat dan cepat,4
barang sudah diterima dengan baik dan sesuai pesanan..  Terima kasih atas pelayanan yg memuaskan.,5
"Thanks...,...........,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,,..,,..,,..,",4
respon cepat dan barang original,5
"sesuai pesanannya, mantap pokoknya",5
"Good, semoga barang nya bagus..............",5
pelayanan dan kecepatan pengiriman oke.. barang sudah di test n bisa...,5
barang sesuai dengan deskripsi di aplikasi,5
"Produk sesuai dengan gambar. Packaging masih bagus. 2 jam setelah pembayaran, kurang lebih sedikit lah, udah sampai. Bukan main pelayanannya!! 5 stars!!",5
............................................,5
"terimakasih kak ,barang sudah sampai ,respon dan pengiriman nya cepat",5
"paket sdh diterima. pelayanan  memuaskan
terimakasih",5
"puaasss...barang sesuai, recommend seller...",5
"Terima kasih gan, barang sudah saya terima, recommended seller agan 1 ini.",5
"tq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5
barang sesuai yg di iklankan..kemasan baik.. recommend seller,5
bagus dan ori barang cepat sampai,5
"fast shipping tapi gak ke detect ""new cartridge"" di HP solution center.. sy biasa beli cartridge di gramedia dan selalu ke detect.. anyway thanks.",3
"Sesuai yg tertera, barang oke, uhuy",5
delivery dan respon cepat.. recommended seller..!,5
"baran sesuai foto,, sampai tepat waktu",5
Cepat pengiriman fast respon dngan tinta asli,5
"pelayanan memuaskan, pengiriman super cepat, barang sesuai deskripsi, terima kasih.",5
biar bintang yang berbicara..thx,5
"cepat, responsif, langsung kirim",5
"Barang akurat sesuai deskripsi, 100% original, psan minggu, selasa sampai!!",5
barang sudah diterima..mantaappp..sukses terus,4
Produk sesuai dengan pesanan dan responsive penjualnya,4
terimakasih........................,5
maaf baru konfirmasi... udah dipakai buat print... recomended seller,5
harga murah dan produk diterima dengan baik,5
"barangnya sudah diterima, blm saya test",5
"Cakep lah, barangnya sesuai dan langsung dikirim di hari yang sama",5
thank you sudah datang barangnya :),5
respon dan pelayanan tercepat....thanksss,5
"ty kaaaaaaaak..........
pemesanan yg kedua.",5
"thanks gan, barang sudah saya terima. baru 1 yang saya coba dan berfungsi dengan baik.",5
pengiriman cepat kemrn pesan hari ini sudah diterima,4
Catridge sdh sy terima. Thankyouu,4
"thanks gan, barang sudah diterima. respon cepat.",5
"barang sudah saya terima, response cepat, harga murah dan original, sudah saya test yg warna dan ok.",5
Pesanan langsung cepat direspond dan diproses. Thanks,5
"Ok Sip gan , barang sudah diterima , next time bisa dicantumkan alamat juga agar pengiriman via go-send sampai jika barang dititipkan.",5
paket telah diterima oleh adik saya blm sempet buka hehe.. namun over all pelayanannya sangat memuaskan fast service n nice seller,5
MANTAP CEPAT AKURAT .................TOP,5
Mantap brg sesuai pesanan. Thanks.,5
"Barang Ori, fast respon. Rec Seller",5
Pengiriman cepat dan respons jh sangat cepat,4
"Terimakasih barang sudah sampai sesuai pesanan dan packingnya rapih, tetapi mohon di perbaiki sistem pengirimannya, klo bisa jangan terlalu sore di kirim ke pool nya agar pengirimannya bisa lebih di percepat. Karena jika terlalu sore barang akan semakin lama di kirim dan akan diinapkan dulu di pool pengiriman.
Terimakasih.. dan mohon maaf atas masukannya jika kurang mengenakan",3
Produk original dengan respon cepat dari penjual. TOP Seller,5
"FAST RESPON, BARANG CEPAT SAMPAI,
THANKS BAKUL KAMERAAAAA...",5
barang selamat sampai tujuan. packing aman. thankkkkkkssssss,5
terima kasih baranya udah di terima dengan baik,4
cepat Dan sesuai keterangan ...,5
Produk diterima dengan baik. Fast respon,5
"Terima kasih banyak gan , barang mantap respon cepat bgt. Puaaaaaasss mantappp",5
"Respon cepat, produk ASLI, recomended Seller!!",5
"Kiriman sudah sampai, layanan cepat, packing rapi. Barang ori sesuai pesanan.... Terima kasih.",5
barang bagus. langsung dicoba nih lancar semua,5
"tinta ORI, saya baru nyoba. pengiriman cepat,pesan langsung packing dan langsung sampai (kebetuan order by gosend). respon penjual selama proses order juga sangat cepat. thanks bakal pesan lagi kalau udah habis.",5
barang sudah di terima sesuai dengan depsripsi di toko,5
"thankyu gan,,,,, recomended dehhh......................",5
"prodku sesuai gambar, pengiriman cepat",4
Okkk mantapppppppppppp,5
"Mantappp sekali ini.
Puaassssssssssss",5
"pengiriman cepat, fast respons, barang sampai dgn selamat, packing rapih, sdh bs digunakan.",5
"Proses cepat, packaging rapih, product mantap",5
Alhamdulillah mantap sesuai yg d harapken,4
Tintanya sdh sampai...terima kasih untuk keramahan dan layanannya,5
Produk sesuai deskripsi. Tks.,5
Harga oke barang bagus kadaluarsa lama seller super cepat. Ga akan rugi pokoknya seller paling super di tokped.,5
"Barang sesuai deskripsi, pengiriman cepet bgt, packing juga rapih",5
"Respon penjual baik, pengiriman cepat, terimakasih",5
"2 catridge ny udah sampai (1 black 1 color)
belom di coba karena lagi proses install ulang windows
tapi yakin ini ori
terimakasih...",5
Mantaaaap..!! Fast respon..terima kasih,5
udah langganan.. i have no doubt..,5
Barang telah saya terima. Terimakasih,5
Pelayanan cepat...barang ok...,5
Barang sesuai deskripsi foto. Packagingnya baik. Harga bersaing. Recommended!!,5
"fast respon dan ramah, Mantap barang sesuai",5
Barang bagus cepet sampainya,5
"barang sesuai deskripsi, barang di pack dengan rapi dan penjualnya fast respon",5
Barang mantap sesuai deskripsi,5
Barang ok 👌👍 packing rapi,5
Selalu beli disini karena harga murah dan cepat kirimnya.,5
makasih ya sis barangnya sudah sampai ^^,5
"Respon cepat,,,pngiriman cepat pula 👍",5
"Order lewat shopee dan tokped, sama2 cepat respon nya. Produk nya juga ori 👍",5
Barang sesuai pengiriman cepat belum dicoba semoga semuanya original,5
Fast respon bgd tokonya,5
Sesuai dgn deskripsi dan pengiriman cpt,5
Next akan order lagi..Terima kasih,5
Barang Bagus Dan Cepat Sampai,5
Respon yang sangat cepat 👍👍👍,5
Isi paket baik dan ga ada masalah.. rapi dan kualitas original.. hanya pesen by grab.. nyampe nya malam.. jadi di pakenya besokannya.. ada jadwal urutannya mungkin. Maju terus ya.. lain kali beli disini lagi,5
"Thanks gan, sesuai pesanan, sorry baru dikonfirm, kelupaan :D",4
mantaaaaaaaab ga pake lama,5
makasih ya sis barangnya sudah sampai dari semlm ^^ pelayanan sangat baik dan cepet di proses,5
cepat sampaii sesuai pesanan mantul pak bos,5
"Terima kasih, barang sudah terima dan sudah belanja yg kesekian kali",5
"Proses cepat, barang bagus..mantab",5
Terima kasiiiiiiiiiiih :),5
Thx yaaaaaaaaaaaaaaaa,5
Barang bisa dipakai dan sesuai deskripsi,5
"Entah sudah pembelian keberapa di toko ini, expired date masih jauh dan respon seller OK",5
Produk oke. Packingan rapi. Pengiriman cepat.  😊😊😊,5
"Beli banyak karena murah , recommended",5
Pengiriman expreeesss.. mantaaapp,5
"Selalu pesan di sini,, dan selalu puas terimakasih........ Pengiriman cepat",5
"Best seller  &amp; products, really recommended",5
respond cepat packing rapi,5
Pesanan sesuai dng deskripsi👍,5
Order ketiga kalinya. Barang sesuai dengan yang dibutuhkan,5
"Great service, fast deliver.",5
barang sesuai deskripsi !,5
Sering repeat order di toko ini,5
Fastest response everrrr,5
Recommended seller... Fast respond,4
Produk sesuai. Sudah repeat order...,5
"Sesuai deskripsi, fast respons, barang rapi dan tidak cacat. Recommended!!",5
Selalu puas..n pasti beli lagi,5
"produk diterima dengan sangat baik. 
terima kasih",5
Packing rapih dan produk sesuai dengan yg dipesan,5
Proses cepat......pengiriman kilat......produk mantab.......bonus dahsyat...... Recommended seller.....,5
"Pelayanan top markotop, thanks ya udh diterima !",5
Barang original. Sesuai deskripsi. Pengiriman cepat.,5
Fast respon... Toppp deh. Mksh...,4
"Selalu puas belanja disini, sudah berkali2 belanja disini pelayanan sangat baik, pengiriman pun cepat super worth it barang sesuai. Thanks gan",5
"Barang sudah saya terima, thanks",5
Packing bagus. Isi sesuai dengan dus.,5
Fast n Furious ... Rekomended Selleerrr,5
Mantap murah bagus deh pokoknya,5
"puas!! pelayanan cepat. 
makasihh!!!",5
Barang sudah sampai..mksh,5
"kualitas tinta bagus dah dicoba berkali2, bakal langganan di sini",5
"Barang asli, ini orderan ke 2 kalinya",5
Respon dan barangnya cepat sampai,5
kecepatan pengiriman baik,5
Pembelian ke 4 x.. trimakasih,5
"Kiriman cepat, respon cepat, barang ori dan bagus pokoknya oke banget...",5
"pemrosesan paket sangat cepat, makasih gan",5
"Barang ok pengiriman cepat, packing rapih Terima kasih",5
"harga bersahabat, pengiriman sangat cepat, barangnya oke",5
"Barang original, respond cepat, rekomended seller",5
"sesuai deskripsi, seller respon sangat cepat",5
Trmksh...brng sdh tiba...,5
overal maannnntulllllll,5
"Sdh repeat order berkali2 , mantul original",5
"Pengiriman cepat, barang sesuai spesifikasi",5
Luar biasa cepat dalam respon dan pengiriman👍👍👍👍👍,5
"Packing rapi, respon cepat, barang sesuai deskripsi. Recomended!",5
Tetap ok👍👍👍👍👍,5
Mantap produknya sip deh,5
"Seller responsif, produk sesuai deskripsi",5
"Mantull pisan,  silahkan pesan",5
